"","YEAR","DIA_GROW","BA_GROW","NETVOL_GROW","BIO_GROW","BA_GROW_AC","NETVOL_GROW_AC","BIO_GROW_AC","DIA_GROW_SE","BA_GROW_SE","NETVOL_GROW_SE","BIO_GROW_SE","BA_GROW_AC_SE","NETVOL_GROW_AC_SE","BIO_GROW_AC_SE","nPlots_TREE","nPlots_AREA","AREA","PERIMETER","ECOMAP_200","ECOMAP_201","PROVINCE","SECTION","SUBSECTION","DOMAIN_NAM","DIVISION_N","PROVINCE_N","SECTION_NA","SUBSECTI_1","ATIntersec","Acres","Hectares","polyID"
"14",2005,0.00983127493277358,0.000838683535658647,0.0196649708361777,0.000464971334794363,1.71932949237389,40.3138524697043,0.953206895128296,22.5626415460437,14.2648148381252,20.3813910139926,22.046601913418,15.2049474072898,21.8200772199202,23.4033256817722,62,62,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"15",2005,0.00866781533872568,0.00106203971001123,0.0423745523337357,0.00090052394100835,2.01778527804022,80.508051682599,1.71091903020292,26.9767504503145,10.801579705448,11.941157424006,14.6826862754273,12.7474242929484,13.774603118172,16.2301227113671,31,31,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35
"16",2005,0.0165225231365819,0.00224655070280177,0.108631393438171,0.00276352836516937,4.1429251204183,200.330100798422,5.09629765790286,NA,NA,1.93013657513867e-06,1.67654219470739e-06,25.1832534261948,25.1832534261948,25.1832534261947,1,2,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36
"17",2005,0.00648848440969818,0.000713148869600477,0.0144792585054066,0.000341496737393877,1.5516058811029,31.5026828319648,0.74299822758555,26.304212715612,15.3247380855918,23.9590651863542,23.6502573557651,14.5457738948511,23.2195422974217,22.9851366175862,85,85,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37
"18",2005,0.0212670225613962,0.00145199802635945,0.034890259867023,0.000820396672466854,2.93508241333741,70.527498160056,1.65835751950388,34.2274466368925,20.734943233812,23.2969641587529,20.9995258802492,20.1866091189002,23.3753026897388,21.1352929787774,14,14,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38
"19",2005,0.0138691669630481,0.00183122871705413,0.057580528485375,0.00129917329849086,4.01039627976392,126.101526845902,2.84519334723952,23.3126314377535,35.1180693101636,26.3167397349739,24.7345232971871,38.0848338334293,28.8416115014362,27.4954630344293,4,4,203773157.609,683810.759135,1225,1359,"M221","M221C","M221Cb","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Cumberland Mountains","Eastern Coal Fields",0,50353.8357549,20377.4743617,39
"20",2005,-0.00186301625594922,0.000534249237762743,0.0273956922682632,0.000547014043024943,1.1006722089504,56.4412169325843,1.12697054577837,-268.70881258284,75.9841193836234,56.8068366928586,50.6035539434509,77.0903908801057,58.0782337505433,51.6849827366735,5,5,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"21",2005,0.00320453642850483,0.000369370902335625,0.0145766062349274,0.000336667889764561,0.853649411663064,33.6878494158791,0.778069805190618,62.0156411180475,35.8299121340174,26.1899328573593,24.9518754609183,35.5252145104881,26.0500959620109,24.8606925852051,162,162,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"22",2005,0.00869972943058701,0.000971994465060476,0.0402977825511651,0.00108533923839847,2.06521947136039,85.6216451522027,2.3060457736583,NA,0,NA,1.63139852212874e-06,NA,1.86908426844157e-06,NA,1,1,47382559.6696,367672.584936,1521,1612,"221","221J","221Jc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Holston Valley",0,11708.4878439,4738.25692275,44
"23",2005,-0.00228911833870078,0.000138414801293379,0.0223022429914666,0.000522921211081275,0.295716005398357,47.6475792128706,1.11719390003143,-93.5071169716903,103.766586736116,20.0274105999355,17.8441908619577,103.22284142527,19.4230153308675,17.2478953337761,102,103,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"24",2005,-0.000933147337482304,0.000266039838069353,0.0217512728156896,0.000613995341806193,0.552233624101029,45.1503214818796,1.27450413158947,-767.343866524252,169.946795507648,59.3974057467248,46.9100825757867,166.809926973537,56.879146161682,44.5921940489982,20,20,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"25",2005,0.00493139090954287,0.00060776911135499,0.0276883734076982,0.000710373088341712,1.44142641987235,65.6676231277502,1.68476896632541,56.086044114942,21.1518783861047,19.8991243378255,19.2721309545077,22.0482550153611,20.5117006172846,19.845109968809,23,23,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"26",2005,0.0111686178528819,0.000833706358226205,0.0244078981993301,0.000624716624435855,1.79132932360351,52.4436251931836,1.34228700219522,51.2659141619253,32.8874744424469,34.5686293378723,30.5114545191434,32.2113839629724,34.355919337763,30.3249676645657,16,16,602027990.916,832582.74797,1748,1801,"231","231A","231Ac","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Plains",0,148764.359215,60202.8002511,49
"27",2005,0.0134435373027572,0.00117842716537588,0.0325840578124781,0.000671536089649382,2.23171054098929,61.7078317819641,1.27175799570712,25.7344473875672,30.9842821463576,41.2938573773383,41.4438216808559,23.364748872363,30.9336928289193,35.0582928679796,3,3,133518708.529,672812.62891,1750,1802,"231","231A","231Ab","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Piedmont Ridge",0,32993.2361935,13351.8889786,50
"28",2006,0.012931520681039,0.000542535375226424,0.0101707492313947,0.000232487110622312,1.00297920453941,18.8025526803975,0.42979637443976,61.5813619665866,60.4835772051829,68.4845592142979,58.783095000573,62.4800027668043,71.3668925025027,61.266498356752,14,14,893239567.773,491042.875571,56,154,"M211","M211A","M211Ab","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","St. John Upland",0,220724.266966,89323.941735,2
"29",2006,0.00660168267659035,0.000396460828028992,0.00786945523477159,0.000154201162395704,0.942910289901636,18.7160743059433,0.366739542619,28.8190941096473,19.5144062530695,18.1382946132231,20.6590405110883,19.8130804484492,18.6177337945334,21.0849334487702,133,135,65429303742,1609035.8431,105,223,"M211","M211A","M211Ac","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Maine Central Mountains",1,1502050.13182,607858.122271,3
"30",2006,0.0116193788441649,0.000607480368805207,0.0115468498242014,0.000182968022019887,1.26541703088162,24.0527614897499,0.381133058877382,60.3232095932842,39.2905967995552,27.8897366056319,33.2202667068822,29.0585089952828,24.3432367899244,25.1539819079864,4,4,65228745.2921,481619.825375,106,226,"211","211B","211Bb","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Maine-New Brunswick Lowlands",0,16118.3787885,6522.87647189,4
"31",2006,0.00797357830521787,0.00053746796512181,0.0118909014119677,0.000271618785308285,1.4348231186657,31.7439202982064,0.725112821442104,29.7892175930822,18.1647660446214,16.6228824443015,16.5479846371034,16.4620043435388,14.9747476255142,14.4751883689735,43,44,1936680480.28,338653.742491,118,237,"211","211B","211Ba","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Central Maine Foothills",0,478564.205683,193668.06293,5
"32",2006,0.0108536163529541,0.000566522933070794,0.00777688629728656,0.000174696852152476,1.36121834141828,18.6859871843319,0.419754515583347,46.7817983475011,30.5448981841513,37.1751797456954,36.8834913905533,31.590470148334,37.9806819925227,37.8900915997075,33,33,16868893979.3,1308523.65785,131,264,"M211","M211A","M211Af","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Connecticut Lakes",1,387256.519268,156717.153211,6
"33",2006,-0.00132789565506707,0.000110539808377685,0.00344241254803783,9.36551991506807e-05,0.306448277821887,9.54336191079924,0.259639263990128,-117.76550088624,68.4939296908692,56.8723787070783,47.7028867694426,68.7683344578634,57.5364648026551,47.919018479025,58,59,48661256882.8,1766731.4811,180,343,"M211","M211A","M211Ae","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Mahoosic Rangely Lakes",1,1117108.74387,452077.869464,8
"34",2006,0.0053150857448971,0.000581733714816132,0.0140846326379388,0.000331208667104798,1.40450942589934,34.0052480997546,0.79965400498624,43.9936161869937,22.5065467568832,20.4015196754216,19.234860260378,21.8274227136364,20.4368722629592,18.8380023668939,24,24,1091778034.38,326071.117443,188,366,"M211","M211A","M211Ag","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Western Maine Foothills",0,269784.24257,109177.809471,9
"35",2006,-0.000688202471132804,-0.000192828643647721,0.000633803142592004,-2.0387156955831e-05,-0.39460939347656,1.29703071572025,-0.0417207915217682,-880.903918619795,-178.807180734415,895.747307487013,-732.598667575282,-172.123326536828,904.542283649256,-722.783612813821,5,5,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13
"36",2006,0.0134540995537764,0.000919767771726732,0.0220669264094385,0.000517838182901444,2.55423531338314,61.2808193822657,1.43805927326839,17.3263719179337,11.5400494420814,10.7482330793512,10.784106637083,12.4839903491071,13.8003375154809,13.4504710742338,10,10,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14
"37",2006,0.026065394830488,0.00207101125076658,0.0625960237770033,0.00125088767668235,4.35032254366052,131.487887030942,2.62758826512608,1.96502588873652e-06,0,0,NA,2.05477667645771e-06,0,0,1,1,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22
"38",2006,-0.00166083735414786,0.000213720884012546,0.00740115152007788,0.000236932415768519,0.428143919631151,14.8266185414252,0.47464324155077,-186.350660840573,88.9041079098956,54.5218737799159,51.8866618526753,88.2125519429137,53.6099107971602,50.6092154855445,15,15,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24
"39",2006,0.0249250338066542,0.00198270144495406,0.0645593166785365,0.00162253233753115,2.2590888082024,73.5588457580691,1.84871234849382,3.09599274817265e-06,0,3.3808177456134e-06,0,NA,0,NA,1,1,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25
"40",2006,0.00650176563046986,0.000569513497634212,0.013246696761527,0.000448629905756885,1.34576799956855,31.3021213293549,1.06011845781546,29.146761731767,29.3246516377213,36.1965529058631,20.5667656824757,29.3335724183725,36.1483858277815,20.3694570879751,52,52,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26
"41",2006,0.00582629595297583,0.000499136228823002,0.0125279571658773,0.000365996978493983,1.23404560875575,30.9736493455643,0.904877141844447,60.0395364987651,33.477548653951,27.903656930613,29.2641725451416,27.9152726135891,21.9895084497964,22.9008417812453,9,9,290497429.995,267681.588271,791,951,"211","211F","211Fd","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Pocono Plateau",0,71783.4781289,29049.7429488,28
"42",2006,0.00819902427850466,0.00159889828377062,0.0747144268182962,0.00169804355094019,5.33245269926604,249.17854437981,5.6631100355733,0,NA,NA,NA,NA,0,2.09575029127434e-06,1,1,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29
"43",2006,0.00981616801743026,0.00108239321853352,0.0277318456601309,0.000834660327250981,1.87165197620691,47.953334190297,1.44327738220436,31.519201211632,15.636525535498,25.4368307551187,22.7176501165003,17.7145403449832,25.9532430295983,24.0204324872129,10,10,2261728973,892052.281746,825,1003,"221","221D","221Da","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Gettysburg Piedmont Lowland",0,558885.403464,226172.898439,30
"44",2006,0.00572908815003484,0.000674576979238023,0.0172975715514287,0.000570949069523336,1.42377116919605,36.508485213724,1.20505272086939,86.1957992961906,43.9836997094895,45.513547277759,32.1195240793868,43.101770027356,45.6352671220254,31.8569959003084,21,21,60960932672.1,2714816.25174,827,1004,"M221","M221A","M221Ad","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Great Valley",1,1399470.44702,566345.596647,31
"45",2006,0.00913068218273986,0.000908691888973332,0.0203083909643683,0.00044108314904288,1.74630113346903,39.0281530960705,0.847662461252888,19.1863073314611,9.84111017138937,13.040043561506,13.413190481354,10.3319264729681,13.5187392483287,13.9720497002294,110,110,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33
"46",2006,0.010190831810263,0.00085481711199067,0.0217239211902283,0.000524188958189735,1.81546505532235,46.1373774953942,1.11327525225031,18.5568201740242,11.2487728495689,14.6638011998694,15.5015075655353,11.9200769885224,15.5606986848456,16.3248931830588,76,76,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"47",2006,0.010492358133273,0.00114297170641921,0.042505990799068,0.000912859413676505,2.18783057442162,81.363261876035,1.7473588577682,29.2599934967282,12.0886782047582,9.7377416754667,11.4893475633592,15.9131940832072,12.8044249529313,14.1203999864058,41,41,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35
"48",2006,0.0165225231365819,0.00224655070280177,0.108631393438171,0.00276352836516937,4.12952056180212,199.681926742486,5.07980843381716,2.12572987262782e-06,0,0,0,25.628240485754,25.628240485754,25.628240485754,1,2,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36
"49",2006,0.00700304623319516,0.000696309102490581,0.0156492407149067,0.000369381001587425,1.47606307397045,33.1738681460955,0.783028190668801,19.8612102798634,13.0826972480124,18.4888962942669,18.1772152246395,12.5450041367086,18.0042071779275,17.74661823894,120,120,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37
"50",2006,0.0203904037288964,0.00139958937446751,0.034656203985957,0.0007964572213346,2.68102265264095,66.3866628569159,1.52567595268429,24.9790668715262,15.9729078452875,18.0378833833856,16.7288534779506,16.0193308119332,18.6152565328888,17.391312716868,22,22,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38
"51",2006,0.0137840739565522,0.00161241039815879,0.0485429362928826,0.00111117895735091,3.66997792107771,110.487692601457,2.52913417359543,16.9427848257938,30.5287315717345,26.0985787436349,24.0856618548201,32.002015444747,26.7586233407622,24.9397625260966,6,6,203773157.609,683810.759135,1225,1359,"M221","M221C","M221Cb","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Cumberland Mountains","Eastern Coal Fields",0,50353.8357549,20377.4743617,39
"52",2006,-0.00191347866870921,0.000558611311811879,0.0272938605854789,0.000562479142281865,1.11000938118666,54.2352807006622,1.11769509756179,-206.347884025515,57.9120885154021,44.8260979935817,39.2149542725477,58.2410370126538,45.3822499431812,39.4329365334948,6,6,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"53",2006,0.00577393008472071,0.000550938137949048,0.0145500958841567,0.000328440997477688,1.30730616433847,34.5255278784732,0.779348734546616,29.5367777721953,19.7106240347084,21.082995797435,20.6053838834203,19.4906468738502,20.9496042731736,20.4954875403636,179,179,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"54",2006,0.00869972943058701,0.000971994465060476,0.0402977825511651,0.00108533923839847,2.06521947136039,85.6216451522027,2.3060457736583,0,NA,NA,NA,NA,NA,0,1,1,47382559.6696,367672.584936,1521,1612,"221","221J","221Jc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Holston Valley",0,11708.4878439,4738.25692275,44
"55",2006,-0.00202789030141578,0.000113226865129753,0.0179539040407624,0.00042606985172656,0.243020178533913,38.5346795600747,0.914478832526631,-108.522463432618,130.98596315097,25.0674492893106,21.4810439409826,130.478406894869,24.5071920694571,20.9481296896544,98,98,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"56",2006,0.00014371978388289,0.000331582787922042,0.0232997496531545,0.000640949012757653,0.676935382165265,47.567079807295,1.30851503969368,4812.06705090809,132.915550147455,53.9091960362008,43.8559329861587,129.827709431415,51.4083721903437,41.6019095286898,21,21,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"57",2006,0.000141724812153171,0.000307734665602333,0.0179012184173996,0.000500805877932174,0.736756803966912,42.8578445736761,1.19899439119398,2287.19106108623,67.2094946288174,43.3518386429481,35.6099215780996,67.9189301123358,43.8090973033036,36.0607610514486,23,23,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"58",2006,0.0113368923973786,0.000876569639891668,0.0258886187747823,0.000657580292790937,1.83348666365035,54.1502181957359,1.37543515340148,47.5875588134994,29.7355896742462,30.9529798014282,27.4673681624511,28.7173402211174,30.3787394832444,26.9828911290736,17,17,602027990.916,832582.74797,1748,1801,"231","231A","231Ac","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Plains",0,148764.359215,60202.8002511,49
