"","YEAR","VOL_DUFF_ACRE","VOL_LITTER_ACRE","VOL_1HR_ACRE","VOL_10HR_ACRE","VOL_100HR_ACRE","VOL_1000HR_ACRE","VOL_PILE_ACRE","VOL_ACRE","BIO_DUFF_ACRE","BIO_LITTER_ACRE","BIO_1HR_ACRE","BIO_10HR_ACRE","BIO_100HR_ACRE","BIO_1000HR_ACRE","BIO_PILE_ACRE","BIO_ACRE","CARB_DUFF_ACRE","CARB_LITTER_ACRE","CARB_1HR_ACRE","CARB_10HR_ACRE","CARB_100HR_ACRE","CARB_1000HR_ACRE","CARB_PILE_ACRE","CARB_ACRE","VOL_DUFF_ACRE_SE","VOL_LITTER_ACRE_SE","VOL_1HR_ACRE_SE","VOL_10HR_ACRE_SE","VOL_100HR_ACRE_SE","VOL_1000HR_ACRE_SE","VOL_PILE_ACRE_SE","VOL_ACRE_SE","BIO_DUFF_ACRE_SE","BIO_LITTER_ACRE_SE","BIO_1HR_ACRE_SE","BIO_10HR_ACRE_SE","BIO_100HR_ACRE_SE","BIO_1000HR_ACRE_SE","BIO_PILE_ACRE_SE","BIO_ACRE_SE","CARB_DUFF_ACRE_SE","CARB_LITTER_ACRE_SE","CARB_1HR_ACRE_SE","CARB_10HR_ACRE_SE","CARB_100HR_ACRE_SE","CARB_1000HR_ACRE_SE","CARB_PILE_ACRE_SE","CARB_ACRE_SE","nPlots_DWM","AREA","PERIMETER","ECOMAP_200","ECOMAP_201","PROVINCE","SECTION","SUBSECTION","DOMAIN_NAM","DIVISION_N","PROVINCE_N","SECTION_NA","SUBSECTI_1","ATIntersec","Acres","Hectares","id","evalGrp","polyID"
"139",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233891213.16,207017.730059,789,954,"221","221D","221Dc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Newark",0,57795.7843329,23389.1241015,27,2,27
"140",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29,3,29
"141",2006,NA,NA,1.76983451210393,29.2135009269331,52.1695491695776,307.10934148125,0,390.262226089865,0.52226625,9.66805125,0.0266095098647754,0.439225778333224,0.784370585936025,3.13301057661482,0,14.5735339507488,0.261133125,4.834025625,0.0133047549323877,0.219612889166612,0.392185292968012,1.53830819311788,0,7.25856988018489,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,1,2261728973,892052.281746,825,1003,"221","221D","221Da","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Gettysburg Piedmont Lowland",0,558885.403464,226172.898439,30,3,30
"142",2006,NA,NA,7.95841271103786,69.4170259878033,90.0867028278414,312.039334195566,0,479.501475722248,4.67983259881996,7.10341448512775,0.101011438909875,0.869132598804147,1.11263512172592,3.66774569118947,0,17.5337719345771,2.33991629940998,3.55170724256387,0.0505057194549373,0.434566299402074,0.556317560862956,1.8064165994566,0,8.73942972115042,NA,NA,30.6858935187073,10.8613956198549,8.70730170272611,36.7847668859845,NA,23.492168537259,29.1293254641601,27.5567731375014,31.7417339810876,12.3214311871708,7.37863765651644,38.0865179033373,NA,26.5803449311404,29.1293254641602,27.5567731375014,31.7417339810876,12.3214311871706,7.37863765651646,38.0909230218599,NA,26.5451070669048,2,60960932672.1,2714816.25174,827,1004,"M221","M221A","M221Ad","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Great Valley",1,1399470.44702,566345.596647,31,3,31
"143",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228434102.718,738136.562702,893,1058,"221","221D","221Db","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Piedmont Upland",0,56447.3152532,22843.418026,32,3,32
"144",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33,3,33
"145",2006,NA,NA,3.30877634796835,66.5630153138181,365.748963806934,68.8110120702907,0,504.431767539011,1.06906442146451,4.15641594466182,0.046706537966453,0.939600527495724,5.16289590704085,0.554748584699141,0,11.9294319233285,0.534532210732253,2.07820797233091,0.0233532689832265,0.469800263747861,2.58144795352042,0.272381555087278,0,5.95972322440195,NA,NA,NA,0,0,NA,NA,7.76567682335137e-07,1.43132382546433e-06,1.04128057863533e-06,1.02379763359992e-06,1.15155192905271e-06,NA,NA,NA,1.45119909404672e-06,1.43132382546433e-06,1.04128057863533e-06,0,0,NA,0,NA,0,1,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34,4,34
"146",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35,4,35
"147",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36,4,36
"148",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37,4,37
"149",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38,4,38
"150",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742220147.787,436121.44388,1232,1381,"M221","M221B","M221Be","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Allegheny Mountains","Western Allegheny Mountain and Valley",0,183406.661585,74222.0426347,40,4,40
"151",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41,4,41
"152",2006,NA,NA,11.6385298018165,57.1324020963745,151.339860831704,515.903466928076,0,736.014259657971,12.581692552251,8.57217091170125,0.149229530518284,0.710409466835816,1.81929385120698,4.4771793854099,0,28.3099756979233,6.29084627612552,4.28608545585062,0.0746147652591423,0.355204733417908,0.909646925603487,2.26328987413099,0,14.1796880303877,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,2,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42,5,42
"153",2006,NA,NA,6.58649623100431,125.119924247117,377.812876320053,1334.67440128688,0,1844.19369808506,44.4758791991058,12.6833957509611,0.0856456528795332,1.6308210466819,4.74917591576257,11.7818284307829,0,75.4067459961737,22.2379395995529,6.34169787548054,0.0428228264397666,0.815410523340948,2.37458795788128,6.07202929476775,0,37.8844880774632,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,2,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45,5,45
"154",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46,5,46
"155",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48,5,48
"156",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133518708.529,672812.62891,1750,1802,"231","231A","231Ab","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Piedmont Ridge",0,32993.2361935,13351.8889786,50,5,50
"157",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893239567.773,491042.875571,56,154,"M211","M211A","M211Ab","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","St. John Upland",0,220724.266966,89323.941735,2,1,2
"158",2007,NA,NA,10.6954858066882,97.2142562510975,208.567716478298,740.66080701758,0,1057.13826555366,13.4265387038035,8.75346774301733,0.128915968868972,1.1797594339816,2.53711905534697,6.46342344713854,0,32.4892243521569,6.71326935190174,4.37673387150866,0.064457984434486,0.589879716990801,1.26855952767348,3.22768067444058,0,16.2405811269498,NA,NA,7.60306832745119,6.98541156415636,9.65224339962898,23.7426539256873,NA,18.0963601481932,16.7143522334772,27.8776436708873,5.74310997892723,5.09704135901783,8.40552955012211,24.6800205298137,NA,7.73615148890441,16.7143522334772,27.8776436708873,5.74310997892722,5.09704135901784,8.4055295501221,24.7947117687888,NA,7.72139315701509,3,65429303742,1609035.8431,105,223,"M211","M211A","M211Ac","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Maine Central Mountains",1,1502050.13182,607858.122271,3,1,3
"159",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936680480.28,338653.742491,118,237,"211","211B","211Ba","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Central Maine Foothills",0,478564.205683,193668.06293,5,1,5
"160",2007,NA,NA,11.6303762310601,107.820186024527,443.980068834993,349.223491684375,0,912.654122774955,5.59937991329478,1.00441365606936,0.115592756475977,1.07081454083897,4.4025211163359,2.53614822084819,0,14.7288702038632,2.79968995664739,0.502206828034681,0.0577963782379887,0.535407270419485,2.20126055816796,1.28170944899541,0,7.37807044050292,NA,NA,5.15560167543135,12.6627063926665,28.3768824104524,28.5352370343531,NA,26.2850971320519,15.1681388180635,14.6063558988759,4.96826750755646,12.4884765948339,28.2663307737383,28.4321438854661,NA,7.52911734738952,15.1681388180635,14.6063558988759,4.96826750755646,12.488476594834,28.2663307737383,28.1840202062465,NA,7.52464427811904,2,16868893979.3,1308523.65785,131,264,"M211","M211A","M211Af","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Connecticut Lakes",1,387256.519268,156717.153211,6,1,6
"161",2007,NA,NA,7.78681713556311,26.0444811551559,48.2395351940882,66.0993144118968,0,148.170147896704,19.1505535522274,3.79202419296531,0.100472725674313,0.333567367473165,0.609130602583524,0.634112730117178,0,24.6198611710409,9.57527677611372,1.89601209648266,0.0502363628371563,0.166783683736582,0.304565301291762,0.311349350487535,0,12.3042235709494,NA,NA,0.00554995898354902,13.2511998674751,38.3390656863565,40.9295444446025,NA,33.069758070272,4.45316880111878,0.77990278965692,0.30144238565372,12.4777480963953,37.189919362109,34.9289957981729,NA,1.35617806295259,4.45316880111878,0.77990278965692,0.30144238565372,12.4777480963953,37.189919362109,34.928995798173,NA,1.37300805752666,2,48661256882.8,1766731.4811,180,343,"M211","M211A","M211Ae","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Mahoosic Rangely Lakes",1,1117108.74387,452077.869464,8,1,8
"162",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091778034.38,326071.117443,188,366,"M211","M211A","M211Ag","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Western Maine Foothills",0,269784.24257,109177.809471,9,1,9
"163",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,864898410.969,533518.615687,227,423,"M211","M211B","M211Ba","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Northern Piedmont",0,213720.99805,86489.8193562,10,2,10
"164",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517488463.567,400094.240746,252,434,"M211","M211C","M211Ca","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Northern Green Mountain",0,127874.18151,51748.8452702,11,2,11
"165",2007,NA,NA,16.1160639060429,51.0732186705048,93.6223632845223,798.549078851562,0,959.360724712632,27.753543125,18.345415,0.196042814766697,0.667906963689319,1.1727848737036,7.81555389994408,0,55.9512466771037,13.8767715625,9.1727075,0.0980214073833487,0.333953481844659,0.5863924368518,3.95666138288854,0,28.0245077714683,NA,NA,16.2706994559393,30.2512011123338,7.76054331161232,10.9556285655921,NA,8.53939578329592,16.9742379257021,53.0491881643471,10.0462868044805,34.7291615329604,0.384125395095549,9.63890652572731,NA,7.99904579664603,16.9742379257021,53.0491881643471,10.0462868044805,34.7291615329604,0.38412539509555,10.9645091353827,NA,7.78112289853234,2,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13,1,13
"166",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14,1,14
"167",2007,NA,NA,2.88840565023018,26.073372076905,133.033995870111,260.459821256251,0,422.455594853498,4.66859884615387,7.06594334134619,0.0395153888702377,0.35670177999243,1.81999715979995,2.60687553329101,0,16.5576320494537,2.33429942307693,3.53297167067309,0.0197576944351189,0.178350889996215,0.909998579899976,1.27997588684589,0,8.25535414492723,NA,NA,1.862818472506e-06,9.53149181378056e-07,NA,7.63321210342603e-07,NA,0,0,NA,0,0,8.53428984663879e-07,8.42622012925826e-07,NA,NA,0,NA,0,NA,8.53428984663879e-07,8.58067222938722e-07,NA,1.06433263588506e-06,1,23104910867.1,1585924.22483,371,556,"M211","M211B","M211Bb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Southern Piedmont",1,530415.768299,214651.645848,15,2,15
"168",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13106538800.4,897118.984336,399,574,"M211","M211B","M211Bc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Sunapee Uplands",1,300884.729118,121763.729843,16,1,16
"169",2007,NA,NA,4.77735833168073,33.2676829175446,290.446534212185,1082.00970521875,0,1410.50128068016,9.59046,5.28649,0.052434984251397,0.36513702945289,3.187862075636,10.9557892432545,0,29.4381733325948,4.79523,2.643245,0.0262174921256984,0.182568514726445,1.593931037818,5.5398168119213,0,14.7810088565914,NA,NA,NA,6.95327789060436e-07,NA,0,NA,NA,8.52761742111262e-07,NA,1.2185294640963e-06,6.99940768598453e-07,9.07032043003497e-07,7.46489111433371e-07,NA,1.11126152901519e-06,8.52761742111262e-07,NA,8.6163044713811e-07,6.99940768598453e-07,9.07032043003497e-07,NA,NA,7.82488686484497e-07,1,25038207011.2,1030041.78755,418,587,"M211","M211C","M211Cd","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Southern Green Mountain",1,574798.140753,232612.554749,17,2,17
"170",2007,NA,NA,5.46487355752923,23.6071267890646,88.6168612031678,799.439452078351,0,917.128313628112,41.6552249264822,23.648000888821,0.0665410921562002,0.289792061159319,1.10239389469708,7.22355174697223,0,73.9855046102879,20.8276124632411,11.8240004444105,0.0332705460781001,0.14489603057966,0.551196947348543,3.62348250193152,0,37.0044589335894,NA,NA,6.06139240631664,13.3816129369402,25.4786680283054,20.1419440679791,NA,14.7148428026144,10.0372633555053,33.6073657142178,8.50142955139582,15.9066990733262,27.8847383832347,19.373507685577,NA,14.9870064740518,10.0372633555053,33.6073657142179,8.50142955139568,15.9066990733263,27.8847383832347,18.8990792294128,NA,15.0225923865288,2,30232456613.2,2026892.51544,450,633,"M211","M211C","M211Cc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Berkshire-Vermont Upland",1,694041.703701,280868.712604,18,2,18
"171",2007,NA,NA,7.04753429091587,34.4395183856476,82.0029137573702,158.737950765625,0,282.227917199559,16.66049,5.023315,0.101602538951521,0.496505921618528,1.18221549484488,1.31530132275773,0,24.7794302781727,8.330245,2.5116575,0.0508012694757605,0.248252960809264,0.59110774742244,0.64581294947404,0,12.3778774271815,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,1,32373430281.5,2146229.36379,472,647,"M211","M211C","M211Cb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Taconic Mountains",1,743191.696086,300759.008838,19,2,19
"172",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2055133382.7,603413.81634,474,649,"221","221B","221Bb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Taconic Foothills",0,507834.508301,205513.334143,20,2,20
"173",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62667888919.9,3395996.96075,638,779,"221","221A","221Ae","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Hudson Highlands",1,1438656.77043,582203.739104,21,2,21
"174",2007,NA,NA,1.61359979996299,41.6166198463173,118.910516108252,0,0,162.140735754532,0,3.66285672795555,0.026327397590607,0.679014274230991,1.94013685137915,0,0,6.3083352511563,0,1.83142836397777,0.0131636987953035,0.339507137115496,0.970068425689577,0,0,3.15416762557815,NA,NA,7.54897825645962e-07,9.36628095181631e-07,6.55607201957965e-07,NA,NA,NA,NA,9.40608865303782e-07,7.22929754226715e-07,1.09855229466895e-06,NA,NA,NA,0,NA,9.40608865303782e-07,7.22929754226715e-07,6.34249463045997e-07,6.2784384492719e-07,NA,NA,0,1,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22,2,22
"175",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24,2,24
"176",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25,2,25
"177",2007,NA,NA,0.951255812481198,8.41165587485025,30.0431157400919,106.308079942045,0,145.714107369468,21.9749819254127,6.37491389447509,0.0138761520859395,0.122702447314944,0.438244726260987,0.808145905647867,0,29.7328650511975,10.9874909627064,3.18745694723754,0.00693807604296973,0.061351223657472,0.219122363130494,0.396799639673102,0,14.859159212448,NA,NA,5.58033392140466,5.58033392140466,5.58033392140466,5.58033392140466,NA,5.58033392140466,5.58033392140466,5.58033392140466,5.58033392140466,5.58033392140466,5.58033392140466,5.58033392140466,NA,5.58033392140466,5.58033392140466,5.58033392140466,5.58033392140466,5.58033392140466,5.58033392140466,5.58033392140466,NA,5.58033392140466,2,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26,3,26
"178",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,233891213.16,207017.730059,789,954,"221","221D","221Dc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Newark",0,57795.7843329,23389.1241015,27,2,27
"179",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29,3,29
