"","YEAR","DIA_GROW","BA_GROW","NETVOL_GROW","BIO_GROW","BA_GROW_AC","NETVOL_GROW_AC","BIO_GROW_AC","DIA_GROW_SE","BA_GROW_SE","NETVOL_GROW_SE","BIO_GROW_SE","BA_GROW_AC_SE","NETVOL_GROW_AC_SE","BIO_GROW_AC_SE","nPlots_TREE","nPlots_AREA","AREA","PERIMETER","ECOMAP_200","ECOMAP_201","PROVINCE","SECTION","SUBSECTION","DOMAIN_NAM","DIVISION_N","PROVINCE_N","SECTION_NA","SUBSECTI_1","ATIntersec","Acres","Hectares","polyID"
"11",2000,-0.00240334031489839,0.000190133093565868,0.0362207495269814,0.000781315720298368,0.42901743117948,81.7287123773517,1.76296538901277,-356.879215821687,267.4304666245,62.6645177678242,67.3140283941145,267.060588659577,61.4495372264923,65.9811061004272,18,18,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"12",2000,-0.000924490625302571,0.000237821761758641,0.0511792998225826,0.00126827297034585,0.611872368063786,131.675079465904,3.26303690620361,-732.78771970915,158.730845029386,24.4497143685998,24.7879850856568,157.988937201506,26.6934678996822,26.407250095856,4,4,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"13",2000,0.0164953851208515,0.00107417757739484,0.0302439417773602,0.000772090633893945,2.72197255184547,76.6383334655357,1.95648238915323,18.8238480439714,12.7976048840452,17.3059003365531,17.4497217854651,24.8131204916288,30.249473347881,31.0541399611645,5,5,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"14",2001,0.0113357276420744,0.00113522358440873,0.0267835202306314,0.000576186587256844,1.61478247106646,38.0978333923565,0.819588329510045,98.728422718129,43.1859262937501,61.8831264412367,58.5628062656518,41.3120312390871,57.6758725397433,54.4011612690834,3,3,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"15",2001,-0.00156628326684245,7.03710958535246e-05,0.00800281210385728,0.000218652318463889,0.166289626897477,18.9109551690232,0.516683902909653,-236.74467614458,407.363026934515,120.122468371432,89.1460466303267,407.515954757295,120.044385569896,89.0952572556785,21,21,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"16",2001,0.00420677770424196,0.000606706691860373,0.0458160113334332,0.000986133637054158,1.24068618155198,93.6915529659288,2.01659614616261,91.2882990299345,45.8568959434888,24.657828315408,29.6172020187649,41.9994144680776,23.37905355747,28.0584178216882,20,21,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"17",2001,0.0118034776889945,0.00114869979187819,0.0343660770435516,0.000831709356084681,1.83564511197243,54.9176745644899,1.32908809148673,46.6888670299104,11.119272789934,21.4466785331249,15.4821713710081,18.4099982672098,25.7553450184898,21.7806132255991,4,4,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"18",2001,0.00849426469959945,0.00073697997632018,0.0271968421236424,0.000665703025608372,1.72602534864687,63.6956775175121,1.55909296560288,66.6298389922537,45.7542326719828,64.0918934334472,59.5623435341835,44.3961088642367,65.681957692584,61.3813404804164,3,3,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"19",2001,0.00999500102522475,0.000426902860601528,0.00519161436455461,0.000145892839899714,1.73164193152219,21.0586949763895,0.591783710990421,0,0,0,0,0,0,0,1,1,133518708.529,672812.62891,1750,1802,"231","231A","231Ab","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Piedmont Ridge",0,32993.2361935,13351.8889786,50
"20",2002,0.0126391398878752,0.000737220905468443,0.00278830461047876,-4.93040154695927e-06,1.40532356696956,5.31519135164218,-0.00939855264164301,23.5227513997914,29.2532059247451,113.582277232054,-1628.63583763689,19.0986010227354,110.829233319735,-1628.51271604124,22,22,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33
"21",2002,0.0110052028888699,0.00113130238868296,0.0206328985404978,0.000436113912842118,2.27372152055769,41.4685462634167,0.876513299152623,26.0212357891615,29.4997503844524,41.5036880719713,45.8098033007432,19.5201134700276,36.2848688276208,42.7661722768165,18,18,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"22",2002,0.00229982619493254,0.000822341525681975,0.0174487180696319,0.000339945189002336,1.5142673254459,32.1302315626696,0.625978229327364,178.656277573244,34.0777014572238,248.812584737174,331.681785680116,34.8239665383737,251.269575279312,334.090693002518,7,7,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35
"23",2002,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36
"24",2002,0.00708260868323783,0.000462247420604862,0.00957609739511423,0.000266468739507536,1.1048400315852,22.8882959144189,0.636899888351432,106.357504011184,79.0251403168939,87.0103231099522,72.5368971709733,72.7934997457032,81.5821596346466,67.7702246318134,34,34,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37
"25",2002,0.0229135907544015,0.00171754421490665,0.0501808146540361,0.0010628062197073,4.33175581704772,126.559208138714,2.68046492466096,17.3941161143661,13.7389127390653,12.2205804431039,12.2472992300576,18.7233040094993,17.2001067436279,17.2178266179993,6,6,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38
"26",2002,0.0109003151709058,0.00126798688091007,0.0404529591853158,0.000969737320966245,3.04321980736625,97.088738466264,2.32740879857421,19.5734153218883,38.2150121178905,29.2168327659226,25.4317229929228,38.6953006972256,29.6971213452577,25.9120115722579,2,2,203773157.609,683810.759135,1225,1359,"M221","M221C","M221Cb","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Cumberland Mountains","Eastern Coal Fields",0,50353.8357549,20377.4743617,39
"27",2002,-0.0118377566550339,-0.000132989924672597,0.0161620467618336,0.00035527565734986,-0.281918816420116,34.2611299708597,0.753131435103288,-46.1159188202032,-508.066932832741,262.819697650233,214.073052951625,-500.667083247093,270.21954723588,221.472902537272,2,2,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"28",2002,0.00821147247882354,0.000800984048944516,0.0316671223440644,0.00074432960859967,1.8817717885469,74.3963597403066,1.74867209988602,63.8104420282489,30.1123865139219,16.5117781207494,16.4783430999471,28.8313832342656,15.5855716337481,16.1779974533364,26,26,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"29",2002,-0.00866577469973669,-0.000341444647361331,0.00870311806989515,0.000320619000169724,-0.732439104410163,18.669216383832,0.687765630991672,-93.6460924367581,-162.509261502847,182.644366011049,91.6406666332376,-164.432118409357,180.710039392925,89.7900352673209,24,24,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"30",2002,0.0104286433664877,0.00100946563228207,0.0586574984057447,0.00150789619538507,2.30468419609838,133.919377971068,3.44263778748416,28.9474236139954,20.4076762934012,28.5358347755411,27.9843513471645,16.7044983837645,27.6497380673453,27.2686407321449,5,5,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"31",2002,0.0056025356333587,0.000673543132511836,0.0248915464199054,0.0006247101201828,2.01654001615202,74.5235115566452,1.87033746620765,115.823323167846,22.4869664872616,3.24934362307409,3.45238989308089,4.41509272137607,29.9457459836631,29.3085310654783,3,3,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"32",2002,0.0133907990286074,0.001139998308638,0.0237153720312713,0.000576374447613934,2.56275308620494,53.3129237149932,1.29570840872302,11.7698146124756,14.1192401937168,23.8627972360494,23.6810914236652,9.51951698663941,38.4219280201035,38.8856108806893,3,3,602027990.916,832582.74797,1748,1801,"231","231A","231Ac","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Plains",0,148764.359215,60202.8002511,49
"33",2003,0.0064250527532956,0.000739525685032765,0.0156227556879981,0.000352911868867693,1.61351865698043,34.0861829226596,0.769993383884459,69.9410182402802,46.4273852451509,54.4386028137562,54.9557436373528,41.0889506245912,49.0985903913792,49.6526220169195,30,30,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33
"34",2003,0.00334154932709059,0.000463370311934728,0.00914418925926564,0.000252401666370683,0.829773353383802,16.3748181318656,0.451984453275813,469.126228323236,134.417329792862,103.104775910022,81.9150716970838,86.3033316899592,73.1279880212901,58.2510713622033,13,13,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"35",2003,0.0144878479951197,0.00127674639520649,0.0509806996934934,0.00111366498970287,2.99672236398889,119.659631291604,2.61394494095618,33.6331007200638,13.151838724807,15.3222080146378,17.7170379047474,15.0532965765806,12.7745602518454,15.067901852147,10,10,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35
"36",2003,0.00448729319391227,0.000550971467720806,0.013306519131698,0.000257945262743271,1.70253103736935,41.1178493775374,0.797064533267894,46.0656961267263,19.1581771584809,12.3925149396277,14.5896283435092,20.1223006746506,11.5387318278235,14.0260457133972,28,28,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37
"37",2003,0.00707486763697174,0.00115951405777248,0.0352401391462651,0.000758947714475652,2.46583884068702,74.9421736421299,1.61398884287777,104.198858545307,10.7486371970069,58.1383303215045,76.3410038004495,23.067035862078,71.4619953622048,88.2914930311859,4,4,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38
"38",2003,0.00288985899207585,0.000870424550804368,0.038069901553478,0.00074957909936449,1.59721901299985,69.8578303289542,1.37546900319607,2.3182564466344e-06,0,0,0,NA,1.87146127795193e-06,0,1,1,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"39",2003,-0.00327618514694174,0.000236360387693899,0.0397534133520556,0.000799504735331651,0.542300260722961,91.2093884926547,1.83436670860896,-235.937014414203,160.321043189727,24.5853439649397,26.219341833283,162.103470023741,25.2042508060613,27.4271324515904,54,54,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"40",2003,0.00524004268776876,0.000886783320181512,0.0396541792087977,0.000911114104111828,1.80058788043021,80.5166638420242,1.84999083340561,68.8991898903745,30.0101275275789,19.1081452813053,19.6357378752807,29.3564195522706,18.4531133154017,18.9042595735403,40,40,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"41",2003,-0.0153618478260969,-0.00050860804997091,0.0140699776721323,0.000549078829154594,-0.871889254695192,24.1196779068579,0.941266916927266,-212.040406764567,-420.205572291772,336.417820469026,172.340251114933,-445.943114269432,307.80818432101,143.588022742098,3,3,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"42",2003,0.00519271537638629,0.000841135768985487,0.0537935195244438,0.00106191656034755,0.243706489913702,15.5858665233301,0.307674417193876,NA,NA,NA,0,0,NA,NA,1,1,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"43",2003,0.00819373893711621,0.000581421422902686,0.0144324166384203,0.000291529686280698,1.4652566020144,36.3715421026158,0.73469222267972,51.3761726953823,21.1600091109572,11.4552646299253,13.2418873001065,15.026901503495,24.7316459845272,22.9450233143458,2,2,602027990.916,832582.74797,1748,1801,"231","231A","231Ac","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Plains",0,148764.359215,60202.8002511,49
"44",2004,-0.0154336106557306,-0.000522813808412304,-0.00807827908234842,-5.31946194929047e-05,-1.22539468948645,-18.9342364880549,-0.124679959073406,-89.4432661334948,-100.955418026901,-121.723934280056,-386.782068210043,-121.734519595977,-141.514953012224,-406.761234746883,6,6,893239567.773,491042.875571,56,154,"M211","M211A","M211Ab","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","St. John Upland",0,220724.266966,89323.941735,2
"45",2004,-6.91961769182025e-05,3.47734848411065e-05,0.00169682801427205,1.82679908347271e-05,0.0838164284550469,4.08995717595233,0.0440323353788906,-5021.2911833645,592.195520849848,295.355253850339,596.845708931064,592.333445289898,296.122179228516,596.770423391619,42,42,65429303742,1609035.8431,105,223,"M211","M211A","M211Ac","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Maine Central Mountains",1,1502050.13182,607858.122271,3
"46",2004,0.00544698124078722,0.000444486730170526,0.00919459590193298,0.000140859823799539,1.17514827148866,24.3089675074169,0.372409719400893,217.877881562913,101.741485228904,64.8950066103012,81.0541502009854,64.039552010803,27.1930733922004,43.3522169828846,2,2,65228745.2921,481619.825375,106,226,"211","211B","211Bb","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Maine-New Brunswick Lowlands",0,16118.3787885,6522.87647189,4
"47",2004,0.00310042004929671,0.000278307595894328,0.00635242333797577,0.000215381541195703,0.733332541601721,16.7384534971034,0.567524190317509,106.234605099451,51.6098600394029,36.6276596270111,30.8404845043868,49.5394939710264,37.6275896296433,28.5025066211667,17,18,1936680480.28,338653.742491,118,237,"211","211B","211Ba","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Central Maine Foothills",0,478564.205683,193668.06293,5
"48",2004,0.00247747551607705,0.000317186560037314,0.00629537104690754,0.000175293874669848,0.619985135120534,12.3051760726927,0.34263619669195,69.8066669321379,30.2855444177957,56.2444320605542,24.6139669242343,34.3936115909816,45.9802190762725,27.9441376881228,12,12,16868893979.3,1308523.65785,131,264,"M211","M211A","M211Af","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Connecticut Lakes",1,387256.519268,156717.153211,6
"49",2004,-0.00198025731437342,0.000149455598836554,0.00552711491844354,0.000189223797317824,0.349306786131654,12.9179419424308,0.442252796250216,-109.281383163988,73.3072678576231,50.3956140301896,33.4570713260115,72.9345828111553,49.9430498055777,32.3365561603958,23,25,48661256882.8,1766731.4811,180,343,"M211","M211A","M211Ae","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Mahoosic Rangely Lakes",1,1117108.74387,452077.869464,8
"50",2004,-0.00126931898762573,0.000344013183322234,0.0101872082083032,0.000335623147533521,0.828006886718264,24.5196375076323,0.807812871634952,-892.019515926115,191.122997264196,135.238358907577,89.7268644321294,183.244417128816,127.641152378201,82.3065510712093,7,7,1091778034.38,326071.117443,188,366,"M211","M211A","M211Ag","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Western Maine Foothills",0,269784.24257,109177.809471,9
"51",2004,-0.019781772862424,-0.00164588031207662,-0.0235826751423176,-0.000764201145765231,-2.50356312789999,-35.8718161401772,-1.1624331348996,-1.59546876659288e-06,-1.69492420779662e-06,0,0,0,0,0,1,1,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13
"52",2004,0.0140117233573475,0.000893507398812096,0.0197998879717843,0.000450213035064887,2.52176287532899,55.8815992898331,1.27064478629413,35.92504223645,20.4368720736873,16.1151984831437,9.74576991549493,9.77275919580019,28.0990061254507,20.9196572309983,3,3,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14
"53",2004,0.00794578456778322,0.000890469747324509,0.0361462984258478,0.000790015505571902,2.42677014529696,98.5084087880588,2.15300525256914,60.710321917463,30.6937207714936,18.4942216650216,13.3218565581309,36.8273386315274,27.8320417396422,24.6966078258264,5,5,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"54",2004,0.010391987211837,0.00104281410064315,0.0335997731818594,0.000743573569682517,2.20968187826854,71.1965918643581,1.5756030159868,30.537392744263,20.5635687543234,19.6678393305234,19.4530775120017,20.2949002729076,19.9213085525518,19.5849754833386,47,47,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"55",2004,0.00869972943058701,0.000971994465060476,0.0402977825511651,0.00108533923839847,2.06521947136039,85.6216451522027,2.3060457736583,0,1.77286173478582e-06,0,0,NA,NA,NA,1,1,47382559.6696,367672.584936,1521,1612,"221","221J","221Jc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Holston Valley",0,11708.4878439,4738.25692275,44
"56",2004,0.0065423244793803,0.000700197033818248,0.0300908356165741,0.000643645304466768,1.64683253217581,70.7723178196036,1.51382535969614,60.189541730301,30.9576267242747,34.8080396499151,33.0313543096957,29.8121492189991,32.913966760869,31.5530044863048,45,45,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"57",2004,-0.0244087106422435,-0.00141573156338251,-0.0292578299968031,-0.000511298666627485,-3.10289689092531,-64.1251718054501,-1.1206270200137,-98.7979893678628,-97.6198359082565,-116.608251438915,-140.907526354343,-120.194012850222,-139.028031063191,-163.332285352745,4,4,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"58",2004,-0.0186323231020156,-0.000697375338092351,0.00220437195633259,0.000152796514146941,-1.31335137967685,4.15144441168493,0.28775825829121,NA,0,0,NA,NA,2.10737426583627e-06,0,1,1,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
